Id,SalePrice
1460,112839.05053192015
1461,162348.123210471
1462,186984.42036338028
1463,202384.16265502322
1464,182148.51242196592
1465,175350.61719397953
1466,184349.67957406066
1467,170043.69839170907
1468,182523.1188765932
1469,122541.01000355031
1470,196771.16917929644
1471,94110.27562933648
1472,97530.81401619862
1473,156412.40494707215
1474,131473.24876044976
1475,377810.67538420204
1476,260940.62554190742
1477,268666.5154124234
1478,278579.85263125965
1479,437099.66342384875
1480,342624.21000417264
1481,203905.4696013157
1482,169928.9038287052
1483,171826.44248208677
1484,188449.92708642673
1485,190189.29360350262
1486,328288.6613271732
1487,229940.94831890918
1488,197458.77049350922
1489,213260.36511221554
1490,188214.39030319103
1491,80390.40752922907
1492,186778.641340758
1493,302481.7830349646
1494,311444.4559740252
1495,238644.1311275763
1496,177081.88637964686
1497,164077.37958504914
1498,163607.597569424
1499,144892.58733903084
1500,169404.2155589546
1501,143586.94261189128
1502,281181.3550340283
1503,229656.31341167516
1504,224070.6853241108
1505,178933.52175133274
1506,225522.1714550827
1507,203562.22850963942
1508,162629.56321301093
1509,148154.89593823295
1510,142081.40407243263
1511,161150.86271431172
1512,152196.78069290373
1513,171953.5018380442
1514,195789.1207034587
1515,152414.0206085026
1516,164068.27652233318
1517,126590.75891892257
1518,218699.18455476878
1519,133242.90886868513
1520,133106.25180205944
1521,167732.22082914223
1522,111969.57983631715
1523,118812.8298306624
1524,119229.60092382376
1525,117717.38951429764
1526,97041.42469202576
1527,133394.4810283491
1528,150290.95501089917
1529,182909.29046615245
1530,99417.33678132166
1531,98381.27282779953
1532,145604.47774116718
1533,122444.65997148026
1534,169293.19113524223
1535,113700.10800437116
1536,69745.15831696312
1537,149791.41305172522
1538,179235.91583631458
1539,100848.98251762755
1540,147028.03768128838
1541,140875.8765359714
1542,236810.12335808246
1543,67538.77473108344
1544,104451.55493196083
1545,123845.0138036785
1546,130199.66268804418
1547,131581.89279577177
1548,102848.8826274833
1549,136423.32358449633
1550,117455.67023785657
1551,148325.8296569703
1552,156442.73877187696
1553,106509.26040561071
1554,165705.86950664883
1555,84458.70383471063
1556,127958.57709029542
1557,89984.96054204243
1558,103838.47946701352
1559,130511.29918948124
1560,136017.5830171294
1561,135816.7458121256
1562,124103.57558509822
1563,165356.33326660885
1564,143573.62884381934
1565,237641.0671526401
1566,72339.25072161839
1567,228669.682251017
1568,153496.40655822205
1569,138883.70515582818
1570,116347.57944210873
1571,144913.58943225525
1572,266564.19073405914
1573,120837.13050567234
1574,193539.2755380125
1575,229792.86714035616
1576,196739.156500329
1577,141760.97983823263
1578,143157.52370647146
1579,190425.87295317778
1580,143701.55071134836
1581,129178.36859684333
1582,352898.99436566286
1583,230025.31676340356
1584,141342.95223405014
1585,63477.33630681693
1586,102564.63710559525
1587,146006.94116423244
1588,91431.07347278367
1589,141189.41332656646
1590,103776.86085290836
1591,126161.04865145886
1592,130063.67493496898
1593,123166.7297374089
1594,144678.80991489955
1595,259721.03010150758
1596,169454.6976147978
1597,200492.13061385823
1598,172428.65726404963
1599,157731.34249869443
1600,63996.45120958897
1601,115489.39857425251
1602,83263.61802360763
1603,270326.89077622653
1604,247795.93829375354
1605,169012.5401970877
1606,162847.04574006374
1607,207031.9799957292
1608,192939.8797424665
1609,145228.91822968773
1610,139771.15668289314
1611,157246.32397366196
1612,154728.98004368995
1613,126295.84738332874
1614,80669.77131487064
1615,71182.4763082137
1616,86906.87602732012
1617,130671.62902753806
1618,141931.96090520817
1619,176845.08353617412
1620,137287.36085067896
1621,140821.90918092657
1622,303014.86633558
1623,197191.87060399124
1624,127729.52771678027
1625,158668.4633240706
1626,188406.36034496786
1627,278433.479965522
1628,177927.236721659
1629,363339.3534479063
1630,210036.123649083
1631,242535.86018266578
1632,175048.54887100752
1633,186977.04196550156
1634,178909.63380422822
1635,157907.67813443774
1636,190351.85946448016
1637,188641.7638437299
1638,185428.29289294555
1639,256143.94583262055
1640,189403.86249375527
1641,215281.2863691168
1642,222611.79376874198
1643,224063.58774450712
1644,174366.7430513905
1645,153661.50443855094
1646,151259.8341238665
1647,135882.7252071081
1648,132971.76436563514
1649,116591.26993805284
1650,119929.37655935266
1651,95766.77788079766
1652,94982.21729375256
1653,153061.01873061166
1654,153558.49730906895
1655,150839.64800258502
1656,158143.61390455035
1657,147971.1037463368
1658,137133.45669188947
1659,145212.1645426378
1660,421581.9482832348
1661,440333.2228918236
1662,372912.67200781783
1663,460319.39505653817
1664,304140.6796536656
1665,332295.3512529532
1666,353308.45716240694
1667,320432.6782956416
1668,279180.21324761835
1669,329590.3682114376
1670,261740.83571663522
1671,410631.0835099552
1672,312711.1449755591
1673,242316.2062475319
1674,193837.94855604792
1675,192049.15836112003
1676,228063.99529064345
1677,423923.54410821566
1678,374559.68891781004
1679,358186.28294697206
1680,227651.37861084167
1681,288899.2931382759
1682,180761.66899895662
1683,172960.56350362062
1684,173455.84377987115
1685,167814.3294823194
1686,177099.41022695476
1687,188436.78535499173
1688,184381.23401263548
1689,185885.425870165
1690,180852.13015939094
1691,243267.96767643586
1692,179312.563345424
1693,183231.35600136235
1694,171654.9568109673
1695,288610.75253487093
1696,183793.66618728792
1697,402744.943796509
1698,368297.57659495244
1699,254503.3901150319
1700,267170.48447777063
1701,260202.58195102264
1702,254714.0405790041
1703,299126.19945175864
1704,215021.73026735274
1705,469124.6549723988
1706,209101.19776510552
1707,210582.25868315616
1708,275607.10335769487
1709,211488.30606903532
1710,236431.43553985187
1711,277355.9311572985
1712,252723.82016537097
1713,226435.91944730122
1714,192593.820659398
1715,190390.92142095088
1716,169778.6655414465
1717,142846.3522860978
1718,190482.96537177014
1719,250896.97827176028
1720,165634.23083743057
1721,127187.88995852131
1722,157937.89184318262
1723,219408.06804636362
1724,251441.89125127476
1725,189721.728643661
1726,161654.45733076538
1727,180922.84014714815
1728,162378.7286029406
1729,152655.13063365416
1730,124833.06400336997
1731,127154.63032567213
1732,123870.51375288326
1733,122291.22041635774
1734,131721.0545562736
1735,119513.82170405959
1736,352210.7780651872
1737,225189.62078885137
1738,266733.55695467466
1739,205959.73599521772
1740,199145.81813571538
1741,168268.75759590164
1742,168507.6709823625
1743,318444.16315183725
1744,231944.42160205927
1745,186144.9848913064
1746,203629.52947743252
1747,226518.71806209578
1748,144710.19743546445
1749,128130.62207973872
1750,256367.05888526494
1751,125361.06924147988
1752,140408.77483860787
1753,210719.9467567571
1754,168612.94429042694
1755,127608.53055156054
1756,121721.35219345054
1757,136481.42896488134
1758,167621.69174697966
1759,169772.93115533856
1760,150549.04192160768
1761,178257.1527962795
1762,169857.24642749174
1763,118852.54244464972
1764,161876.72548527308
1765,178099.72432855068
1766,216606.82760780136
1767,137222.39162254665
1768,173243.47248062937
1769,139354.05998743427
1770,127499.95159184422
1771,134906.5011104097
1772,132852.18162711916
1773,133330.28583350658
1774,134770.33263867503
1775,127005.67029317502
1776,114729.3022122735
1777,136940.0365852571
1778,114186.68486186255
1779,183483.29654301307
1780,126906.03756182903
1781,89984.12778052973
1782,140665.17861263276
1783,102799.6762256351
1784,115038.72477972759
1785,129707.60660211451
1786,169508.35208615457
1787,52234.804507632754
1788,89342.42154201888
1789,76543.99698137994
1790,182055.69414464576
1791,156637.30132124465
1792,143467.84166371878
1793,146092.52564007792
1794,129236.18925322122
1795,124356.4718067819
1796,119368.60358794754
1797,122691.99812977873
1798,111913.76738532678
1799,127043.98898353716
1800,139094.34770642233
1801,129402.90812586893
1802,151812.50773824877
1803,142261.18373288205
1804,135809.96867129815
1805,115419.8149014959
1806,124703.79442276138
1807,109106.88532906648
1808,112977.10845884409
1809,148443.72385966423
1810,110946.16983296654
1811,97498.36317951998
1812,125112.67851774584
1813,93450.85724230399
1814,50564.885618360146
1815,98540.4361381079
1816,110144.0928875354
1817,138206.00773906606
1818,124878.33951498188
1819,65152.88231261342
1820,96246.23482946075
1821,138795.81028391322
1822,48589.528554542536
1823,142802.5958034165
1824,131009.08194573711
1825,104576.48940488072
1826,110312.78046896888
1827,133813.8699177205
1828,106745.42606139818
1829,146271.91186233418
1830,153217.79326291615
1831,97348.5429909689
1832,141381.51452075446
1833,127341.81176083803
1834,138091.5671324029
1835,128811.86367493439
1836,82937.62549321918
1837,126176.53166176639
1838,90425.91714908347
1839,145681.79920574537
1840,145857.33818486123
1841,82571.32217776123
1842,139821.31012628326
1843,133543.4406294357
1844,138999.81099001996
1845,156132.69880713793
1846,156924.36041863952
1847,60946.42959039397
1848,102614.08606061075
1849,118623.04842925734
1850,165906.7353883537
1851,122446.66033710875
1852,131611.19913903633
1853,175896.41124891865
1854,140117.58198743215
1855,222723.55478322055
1856,147202.10695480375
1857,139742.3027760314
1858,118549.91082887119
1859,148053.73696284476
1860,117544.60291774591
1861,279038.02049590787
1862,265492.6977669866
1863,265492.6977669866
1864,327882.9628251162
1865,334675.273160428
1866,243153.40299998425
1867,316916.6382183805
1868,207142.77371258417
1869,226123.58113006834
1870,237310.6877361342
1871,167649.98024375457
1872,243641.84453526037
1873,147710.24981722786
1874,201792.29375001593
1875,191536.64433018232
1876,202552.45304428623
1877,213008.61613463538
1878,132603.7971103965
1879,134452.54960554664
1880,236967.75295260767
1881,266145.18308359454
1882,191258.5216594378
1883,202144.87647321934
1884,248646.89370608612
1885,292874.545449141
1886,202808.61027307052
1887,275525.65726577205
1888,149170.89013781823
1889,132883.63203805406
1890,139397.10189029062
1891,110771.03468486587
1892,126364.70455830882
1893,126998.03950692256
1894,139045.86947919623
1895,129802.9047573531
1896,119972.65649504769
1897,103865.85476455445
1898,140604.67698293645
1899,149847.89135719885
1900,172273.88815862974
1901,138454.17563551772
1902,224007.3406431433
1903,126760.56986911579
1904,182295.08791587866
1905,161258.37378564558
1906,188244.97577246808
1907,107317.42280912475
1908,133198.55126168093
1909,114036.08072596607
